年月日	降水量の合計(mm)	降水量の合計(mm)	降水量の合計(mm)	降水量の合計(mm)	平均気温(℃)	平均気温(℃)	平均気温(℃)	最高気温(℃)	最高気温(℃)	最高気温(℃)	最低気温(℃)	最低気温(℃)	最低気温(℃)	日照時間(時間)	日照時間(時間)	日照時間(時間)	日照時間(時間)	合計全天日射量(MJ/㎡)	合計全天日射量(MJ/㎡)	合計全天日射量(MJ/㎡)	平均風速(m/s)	平均風速(m/s)	平均風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	最多風向(16方位)	最多風向(16方位)	平均蒸気圧(hPa)	平均蒸気圧(hPa)	平均蒸気圧(hPa)	平均湿度(％)	平均湿度(％)	平均湿度(％)	平均現地気圧(hPa)	平均現地気圧(hPa)	平均現地気圧(hPa)	平均海面気圧(hPa)	平均海面気圧(hPa)	平均海面気圧(hPa)	平均雲量(10分比)	平均雲量(10分比)	平均雲量(10分比)	天気概況(昼：06時～18時)	天気概況(昼：06時～18時)	天気概況(昼：06時～18時)	天気概況(夜：18時～翌日06時)	天気概況(夜：18時～翌日06時)	天気概況(夜：18時～翌日06時)
7/22/2016	3.5	0	8	1	21.4	8	2	22.7	8	2	20.4	8	2	0	0	8	1	4.17	8	1	2.6	8	1	4.3	8	北東	8	1	8.5	8	北東	8	1	東北東	8	1	22	8	2	86	8	2	1011.1	8	1	1013.9	8	1	10	8	1	雨後時々曇	8	1	曇	8	1
7/23/2016	0	1	8	1	22.4	8	2	27.1	8	2	19.8	8	2	1.4	0	8	1	15.45	8	1	2.6	8	1	4.2	8	北北東	8	1	7.8	8	北北東	8	1	北北東	8	1	19	8	2	70	8	2	1012.2	8	1	1015	8	1	10	8	1	曇後一時晴	8	1	薄曇	8	1
7/24/2016	0	1	8	1	23.9	8	2	29	8	2	19	8	2	7.3	0	8	1	20.61	8	1	2.4	8	1	4.3	8	東北東	8	1	7.3	8	東	8	1	東北東	8	1	21.4	8	2	73	8	2	1012.6	8	1	1015.4	8	1	8.5	8	1	晴一時曇	8	1	曇時々晴	8	1
7/25/2016	0	1	8	1	24.7	8	2	27.9	8	2	21.1	8	2	0.8	0	8	1	10.99	8	1	2.2	8	1	4.6	8	南東	8	1	6.8	8	南南東	8	1	南東	8	1	23.8	8	2	77	8	2	1011.6	8	1	1014.4	8	1	9.5	8	1	曇	8	1	曇	8	1
7/26/2016	1	0	8	1	23.8	8	2	27.4	8	2	21.4	8	2	0.1	0	8	1	7.73	8	1	2.9	8	1	5.9	8	南南東	8	1	9	8	南南東	8	1	南南東	8	1	25.4	8	2	86	8	2	1008.7	8	1	1011.5	8	1	10	8	1	曇時々雨	8	1	雨時々曇	8	1
7/27/2016	0	0	8	1	24.5	8	2	27.3	8	2	22.4	8	2	0.3	0	8	1	7.95	8	1	3	8	1	4.8	8	南南東	8	1	8.4	8	南南東	8	1	南	8	1	25.5	8	2	84	8	2	1008.1	8	1	1010.9	8	1	10	8	1	曇後一時晴	8	1	曇	8	1
7/28/2016	0	1	8	1	26.5	8	2	31.1	8	2	23.3	8	2	5.2	0	8	1	17.5	8	1	2.9	8	1	5.2	8	南南東	8	1	8.2	8	南東	8	1	南南東	8	1	26.8	8	2	78	8	2	1009.9	8	1	1012.7	8	1	9.3	8	1	曇	8	1	晴一時曇	8	1
7/29/2016	0	1	8	1	27.2	8	2	32.4	8	2	22.9	8	2	11.5	0	8	1	24.79	8	1	3.1	8	1	5.9	8	南南東	8	1	8.2	8	南南東	8	1	南南東	8	1	25.6	8	2	73	8	2	1011	8	1	1013.8	8	1	3	8	1	晴	8	1	快晴	8	1
7/30/2016	0	1	8	1	27.2	8	2	32.9	8	2	22.1	8	2	10.8	0	8	1	23.72	8	1	2.5	8	1	6	8	南南東	8	1	9.6	8	南南東	8	1	南南東	8	1	25.9	8	2	74	8	2	1010.9	8	1	1013.7	8	1	1.3	8	1	晴	8	1	晴	8	1
7/31/2016	0	0	8	1	27.5	8	2	30.8	8	2	24.4	8	2	6.9	0	8	1	17.74	8	1	3	8	1	6.5	8	北東	8	1	10.5	8	北東	8	1	北北東	8	1	27.8	8	2	76	8	2	1009.1	8	1	1011.8	8	1	6.5	8	1	曇時々晴後一時雨	8	1	曇時々雨	8	1
8/1/2016	2	0	8	1	27.4	8	2	31.5	8	2	24.6	8	2	1.9	0	8	1	11.9	8	1	2.4	8	1	4.8	8	東北東	8	1	9.7	8	北東	8	1	北	8	1	28.6	8	2	79	8	2	1006.1	8	1	1008.9	8	1	9.5	8	1	曇時々晴一時雨、雷を伴う	8	1	曇後一時雨、雷を伴う	8	1
8/2/2016	27	0	8	1	25.9	8	2	29.4	8	2	22.5	8	2	1.7	0	8	1	11.34	8	1	2.4	8	1	6.2	8	南南東	8	1	8.8	8	南東	8	1	南南東	8	1	29.5	8	2	89	8	2	1005.5	8	1	1008.2	8	1	10	8	1	曇時々雨、雷を伴う	8	1	曇時々雨、雷を伴う	8	1
8/3/2016	16	0	8	1	26.8	8	2	32	8	2	23.4	8	2	4.1	0	8	1	17.43	8	1	2.5	8	1	6	8	南南東	8	1	9.6	8	南南東	8	1	南	8	1	29.2	8	2	84	8	2	1006.1	8	1	1008.8	8	1	10	8	1	曇一時晴	8	1	曇時々雨後晴	8	1
8/4/2016	0	1	8	1	28.1	8	2	33	8	2	24.4	8	2	8.5	0	8	1	21.9	8	1	2.9	8	1	6.8	8	南南東	8	1	9.8	8	南南東	8	1	南	8	1	29.3	8	2	78	8	2	1006.7	8	1	1009.4	8	1	4.8	8	1	晴	8	1	快晴	8	1
8/5/2016	0	1	8	1	28.7	8	2	33.4	8	2	24.6	8	2	10.8	0	8	1	24.34	8	1	3.1	8	1	5.9	8	南	8	1	9.1	8	南	8	1	南	8	1	29.6	8	2	76	8	2	1007.4	8	1	1010.2	8	1	3.8	8	1	晴	8	1	晴	8	1
8/6/2016	0	1	8	1	29.1	8	2	34.2	8	2	25.8	8	2	8.8	0	8	1	22.3	8	1	2.7	8	1	5.7	8	南南東	8	1	8.4	8	南南東	8	1	南	8	1	30.1	8	2	76	8	2	1007	8	1	1009.7	8	1	4.8	8	1	晴	8	1	晴	8	1
8/7/2016	0	1	8	1	28.6	8	2	33.6	8	2	24.5	8	2	11.2	0	8	1	25.66	8	1	2.9	8	1	5.5	8	東北東	8	1	9.2	8	北北東	8	1	北東	8	1	27.1	8	2	70	8	2	1007.1	8	1	1009.8	8	1	2.5	8	1	晴	8	1	晴	8	1
8/8/2016	0	0	8	1	28.5	8	2	33.2	8	2	25.3	8	2	4.6	0	8	1	15.52	8	1	3.4	8	1	5.8	8	北	8	1	12.9	8	北東	8	1	北	8	1	26.1	8	2	68	8	2	1000.1	8	1	1002.9	8	1	9.3	8	1	曇一時晴	8	1	薄曇	8	1
8/9/2016	0	1	8	1	31.9	8	2	37.7	8	2	25.7	8	2	8.1	0	8	1	23.34	8	1	3.6	8	1	7.5	8	西北西	8	1	12.7	8	北西	8	1	北西	8	1	23.8	8	2	52	8	2	998.5	8	1	1001.2	8	1	7	8	1	晴時々薄曇	8	1	晴	8	1
8/10/2016	0	1	8	1	29.1	8	2	34	8	2	26	8	2	4.9	0	8	1	17.45	8	1	3.1	8	1	5.6	8	東北東	8	1	10.4	8	北東	8	1	東北東	8	1	26.5	8	2	66	8	2	1004.9	8	1	1007.6	8	1	6	8	1	曇時々晴	8	1	曇	8	1
8/11/2016	0	0	8	1	27.3	8	2	32.1	8	2	25.2	8	2	4.9	0	8	1	17.12	8	1	2.5	8	1	4.8	8	東南東	8	1	8	8	東南東	8	1	東	8	1	23.5	8	2	65	8	2	1007.1	8	1	1009.9	8	1	9.8	8	1	曇後一時晴	8	1	曇一時晴	8	1
8/12/2016	0	1	8	1	26.7	8	2	31.9	8	2	24.2	8	2	5.5	0	8	1	19.51	8	1	2.9	8	1	5.9	8	南東	8	1	8.6	8	南東	8	1	南東	8	1	24.2	8	2	70	8	2	1007.3	8	1	1010.1	8	1	9	8	1	曇後晴	8	1	曇	8	1
8/13/2016	0	0	8	1	26.5	8	2	31.8	8	2	23.3	8	2	7.2	0	8	1	20.26	8	1	2.7	8	1	5.5	8	南南東	8	1	9.6	8	南南東	8	1	南東	8	1	23.4	8	2	68	8	2	1005.8	8	1	1008.6	8	1	8.3	8	1	晴時々曇	8	1	曇	8	1
8/14/2016	0	0	8	1	26	8	2	30.4	8	2	23.5	8	2	3.8	0	8	1	17.96	8	1	2.6	8	1	5.5	8	南南東	8	1	8.5	8	南南東	8	1	南東	8	1	22.7	8	2	68	8	2	1003.1	8	1	1005.8	8	1	10	8	1	曇	8	1	曇	8	1
8/15/2016	0.5	0	8	1	26.6	8	2	30.8	8	2	24.4	8	2	0.7	0	8	1	8.54	8	1	3.5	8	1	6.2	8	南	8	1	9.6	8	南南東	8	1	南南東	8	1	26.6	8	2	77	8	2	1000.8	8	1	1003.5	8	1	10	8	1	曇後一時晴	8	1	曇一時雨後晴	8	1
8/16/2016	33	0	8	1	26.9	8	2	33.1	8	2	23.7	8	2	2.1	0	8	1	13.29	8	1	3.1	8	1	6.7	8	北西	8	1	14.7	8	北西	8	1	北東	8	1	28.9	8	2	83	8	2	999.2	8	1	1001.9	8	1	9	8	1	曇後時々雨	8	1	大雨後時々曇	8	1
8/17/2016	14	0	8	1	28.7	8	2	34.3	8	2	23	8	2	10	0	8	1	24.16	8	1	5	8	1	9.9	8	北西	8	1	17.8	8	北西	8	1	南	8	1	30.6	8	2	79	8	2	995.6	8	1	998.3	8	1	7.3	8	1	晴	8	1	曇後時々雨	8	1
8/18/2016	67	0	8	1	26.9	8	2	31.6	8	2	25.2	8	2	1.1	0	8	1	7.4	8	1	2.1	8	1	5.8	8	南南東	8	1	9.6	8	西北西	8	1	西北西	8	1	32.6	8	2	92	8	2	1003.6	8	1	1006.3	8	1	10	8	1	曇後大雨、雷を伴う	8	1	曇時々雨	8	1
8/19/2016	5	0	8	1	27.6	8	2	32.3	8	2	25	8	2	6.9	0	8	1	19.77	8	1	3.4	8	1	6	8	北北東	8	1	11.9	8	北北東	8	1	北北東	8	1	29.7	8	2	81	8	2	1005.1	8	1	1007.8	8	1	9.3	8	1	晴時々曇	8	1	曇時々雨	8	1
8/20/2016	82	0	8	1	25.7	8	2	30	8	2	24.1	8	2	1.6	0	8	1	9.06	8	1	2.4	8	1	4.9	8	南南東	8	1	9.5	8	南南東	8	1	北	8	1	31	8	2	94	8	2	1003	8	1	1005.7	8	1	9.8	8	1	大雨時々曇、雷を伴う	8	1	曇一時雨	8	1
8/21/2016	0	0	8	1	27.9	8	2	33.5	8	2	23.5	8	2	7.9	0	8	1	21	8	1	3.2	8	1	6.9	8	南南東	8	1	10.1	8	南東	8	1	南南東	8	1	30.9	8	2	83	8	2	1003.4	8	1	1006.1	8	1	9.5	8	1	薄曇時々晴	8	1	曇時々雨	8	1
8/22/2016	106.5	0	8	1	25.7	8	2	28.3	8	2	23.2	8	2	0	0	8	1	1.73	8	1	4.6	8	1	11.3	8	西	8	1	22.9	8	西	8	1	北東	8	1	31.8	8	2	96	8	2	996.5	8	1	999.2	8	1	10	8	1	大雨	8	1	曇時々晴一時雨	8	1
8/23/2016	0.5	0	8	1	26.8	8	2	30.4	8	2	24.2	8	2	1.7	0	8	1	11.74	8	1	2.8	8	1	5.9	8	南	8	1	10.6	8	南	8	1	南	8	1	30.3	8	2	86	8	2	1002.4	8	1	1005.1	8	1	10	8	1	曇一時雨	8	1	曇一時雨後時々晴	8	1
8/24/2016	0	0	8	1	26.5	8	2	31.2	8	2	23.5	8	2	1.9	0	8	1	10.21	8	1	2.3	8	1	5.5	8	東南東	8	1	8.9	8	東	8	1	南東	8	1	28.6	8	2	83	8	2	1006	8	1	1008.8	8	1	8	8	1	曇一時雨	8	1	晴一時曇	8	1
8/25/2016	0	1	8	1	28	8	2	32.7	8	2	23.5	8	2	11.9	0	8	1	24.5	8	1	3	8	1	6.8	8	南南東	8	1	9.9	8	南南東	8	1	南南東	8	1	28.2	8	2	76	8	2	1005.6	8	1	1008.3	8	1	4	8	1	晴	8	1	晴	8	1
8/26/2016	0	1	8	1	28.3	8	2	32.8	8	2	24	8	2	10.2	0	8	1	21.61	8	1	2.9	8	1	6.2	8	南東	8	1	9.5	8	南南東	8	1	南南東	8	1	28.9	8	2	76	8	2	1002	8	1	1004.8	8	1	5	8	1	晴	8	1	晴時々曇	8	1
8/27/2016	2	0	8	1	24.3	8	2	27	8	2	21.6	8	2	0	0	8	1	3.35	8	1	3.2	8	1	5.4	8	東北東	8	1	10.2	8	北北東	8	1	北東	8	1	26.4	8	2	87	8	2	1002.8	8	1	1005.5	8	1	9	8	1	雨時々曇	8	1	雨時々曇	8	1
8/28/2016	2	0	8	1	22.6	8	2	24.6	8	2	21.3	8	2	0	0	8	1	4.3	8	1	2.8	8	1	4.7	8	北東	8	1	9.5	8	北東	8	1	北北東	8	1	23.9	8	2	87	8	2	1001.1	8	1	1003.9	8	1	10	8	1	曇時々雨	8	1	雨時々曇	8	1
8/29/2016	16	0	8	1	25.6	8	2	30.1	8	2	22.1	8	2	2.6	0	8	1	12.28	8	1	2.9	8	1	5.3	8	北北東	8	1	11.3	8	北	8	1	北北東	8	1	30	8	2	92	8	2	990.7	8	1	993.5	8	1	9.3	8	1	曇時々雨後一時晴	8	1	大雨	8	1
8/30/2016	40.5	0	8	1	25.1	8	2	28.1	8	2	22.5	8	2	0.6	0	8	1	8.69	8	1	3.8	8	1	7.6	8	北西	8	1	14.5	8	西北西	8	1	北西	8	1	28	8	2	88	8	2	983.1	8	1	985.8	8	1	7.8	8	1	曇時々雨	8	1	晴	8	1
8/31/2016	0	1	8	1	26.8	8	2	31.1	8	2	22.5	8	2	11.3	0	8	1	22.2	8	1	5.3	8	1	8.5	8	南	8	1	15	8	南南西	8	1	南	8	1	21.9	8	2	62	8	2	997.5	8	1	1000.2	8	1	0.3	8	1	晴	8	1	快晴	8	1
7/1/2017	2	0	8	1	23.4	8	2	25.3	8	2	22.1	8	2	0.1	0	8	1	5.18	8	1	2.1	8	1	4.7	8	北西	8	1	7.9	8	西北西	8	1	西北西	8	1	25.9	8	2	90	8	2	1006	8	1	1008.8	8	1	10	8	1	雨時々曇	8	1	曇後雨	8	1
7/2/2017	1	0	8	1	25.7	8	2	32	8	2	20.9	8	2	3.1	0	8	1	16.48	8	1	1.9	8	1	4.2	8	南南東	8	1	7.7	8	南南東	8	1	南南東	8	1	27.3	8	2	84	8	2	1005.8	8	1	1008.6	8	1	9.8	8	1	曇	8	1	曇時々雨	8	1
7/3/2017	0	0	8	1	28.3	8	2	32.5	8	2	24.5	8	2	6.2	0	8	1	20.5	8	1	2.5	8	1	5.5	8	南東	8	1	9.2	8	南南西	8	1	南東	8	1	28.5	8	2	75	8	2	1003.7	8	1	1006.4	8	1	10	8	1	曇	8	1	曇	8	1
7/4/2017	15	0	8	1	26.8	8	2	29.9	8	2	23.5	8	2	0.1	0	8	1	8.41	8	1	2	8	1	4.3	8	南	8	1	6.8	8	南	8	1	南南東	8	1	29.1	8	2	83	8	2	1002.3	8	1	1005	8	1	10	8	1	曇	8	1	雨後曇時々晴	8	1
7/5/2017	0.5	0	8	1	26.3	8	2	31.4	8	2	21.6	8	2	5	0	8	1	18.95	8	1	3.1	8	1	5.7	8	南東	8	1	9.6	8	西北西	8	1	南南東	8	1	27.8	8	2	82	8	2	1003.6	8	1	1006.4	8	1	9	8	1	曇一時晴	8	1	曇一時雨	8	1
7/6/2017	0	0	8	1	26.2	8	2	30.7	8	2	23.2	8	2	6.8	0	8	1	20.45	8	1	3.1	8	1	6.6	8	南東	8	1	10	8	南南東	8	1	南東	8	1	25	8	2	74	8	2	1008.5	8	1	1011.3	8	1	7.8	8	1	曇時々晴	8	1	曇時々晴	8	1
7/7/2017	0	0	8	1	27	8	2	32.3	8	2	23	8	2	10.9	0	8	1	24.24	8	1	2.6	8	1	5.4	8	南南東	8	1	8.1	8	南	8	1	南	8	1	26.1	8	2	74	8	2	1008.1	8	1	1010.8	8	1	5	8	1	晴	8	1	快晴	8	1
7/8/2017	0	1	8	1	27.9	8	2	33.7	8	2	22.8	8	2	12.6	0	8	1	25.45	8	1	2.6	8	1	5.5	8	南東	8	1	9.3	8	南	8	1	南	8	1	25.5	8	2	69	8	2	1007.8	8	1	1010.5	8	1	1	8	1	晴	8	1	晴	8	1
7/9/2017	0	1	8	1	27.3	8	2	32.5	8	2	23	8	2	13.1	0	8	1	26.66	8	1	2.9	8	1	6.7	8	南南東	8	1	9.3	8	南南東	8	1	南南東	8	1	28.1	8	2	78	8	2	1007.4	8	1	1010.1	8	1	2.5	8	1	晴後一時薄曇	8	1	晴	8	1
7/10/2017	0	1	8	1	27.4	8	2	32.1	8	2	23	8	2	13.5	0	8	1	28.01	8	1	3.7	8	1	7.3	8	南南東	8	1	12.7	8	南南東	8	1	南	8	1	28.3	8	2	79	8	2	1007.8	8	1	1010.6	8	1	1.5	8	1	晴	8	1	晴後時々曇	8	1
7/11/2017	0	1	8	1	27.7	8	2	31.6	8	2	24.8	8	2	7.2	0	4	1	20.01	4	1	4.8	4	1	9.4	4	南]	1	1	14.1	4	南]	1	1	南	4	1	28.6	8	2	78	8	2	1009.3	8	1	1012	8	1	6	8	1	晴一時曇	8	1	晴一時曇	8	1
7/12/2017	0	1	8	1	28.9	8	2	33.1	8	2	25.6	8	2	10.3	0	8	1	23.95	8	1	4.1	8	1	6.5	8	南	8	1	10.9	8	南南東	8	1	南南西	8	1	30.5	8	2	77	8	2	1007.4	8	1	1010.1	8	1	6.5	8	1	晴	8	1	晴時々曇	8	1
7/13/2017	0	0	8	1	28.5	8	2	33.4	8	2	26	8	2	5.6	0	8	1	19.25	8	1	5	8	1	8.5	8	南南西	8	1	14.2	8	南南西	8	1	南	8	1	30.1	8	2	78	8	2	1006.6	8	1	1009.4	8	1	6.8	8	1	晴後時々曇	8	1	晴一時曇	8	1
7/14/2017	0	1	8	1	28.2	8	2	32.4	8	2	25.4	8	2	12.1	0	8	1	27.63	8	1	4.4	8	1	7.3	8	南南東	8	1	12	8	南	8	1	南南東	8	1	28	8	2	74	8	2	1009.1	8	1	1011.8	8	1	1.5	8	1	晴	8	1	晴	8	1
7/15/2017	0	1	8	1	28.1	8	2	33.7	8	2	23.6	8	2	11.5	0	8	1	27.01	8	1	2.8	8	1	5.7	8	南南東	8	1	9.2	8	南	8	1	南南東	8	1	27.9	8	2	74	8	2	1009.5	8	1	1012.2	8	1	5.8	8	1	晴後時々薄曇	8	1	薄曇	8	1
7/16/2017	0	1	8	1	28.9	8	2	34.9	8	2	25.1	8	2	6.6	0	8	1	19.33	8	1	2.2	8	1	7.1	8	北西	8	1	16.5	8	西北西	8	1	南南東	8	1	29.8	8	2	76	8	2	1007.3	8	1	1010	8	1	10	8	1	薄曇	8	1	曇後一時雨、雷を伴う	8	1
7/17/2017	0	0	8	1	29.7	8	2	35	8	2	25.3	8	2	6.1	0	4	1	17.82	4	1	3	4	1	6.2	4	南南東]	1	1	9	4	南南西]	1	1	南南東	4	1	27.3	8	2	66	8	2	1005.4	8	1	1008.1	8	1	10	8	1	薄曇一時雨	8	1	曇	8	1
7/18/2017	10.5	0	8	1	26.3	8	2	32.7	8	2	22.7	8	2	3.5	0	8	1	16.31	8	1	2.3	8	1	5.9	8	北東	8	1	11.1	8	北北東	8	1	西北西	8	1	28.4	8	2	84	8	2	1003.8	8	1	1006.5	8	1	10	8	1	曇時々晴一時雨、雷を伴う	8	1	曇時々晴	8	1
7/19/2017	0	0	8	1	26.5	8	2	31.1	8	2	22.9	8	2	6.6	0	8	1	19.54	8	1	3.4	8	1	6.8	8	南南西	8	1	11.5	8	南南西	8	1	南南東	8	1	26.9	8	2	79	8	2	1006	8	1	1008.7	8	1	8.8	8	1	晴時々曇	8	1	曇時々晴	8	1
7/20/2017	0	1	8	1	28.2	8	2	32.3	8	2	24.9	8	2	7.7	0	8	1	19.66	8	1	3.8	8	1	7	8	南東	8	1	10.2	8	南南東	8	1	南南東	8	1	28.7	8	2	76	8	2	1009.2	8	1	1012	8	1	4.8	8	1	晴	8	1	晴時々曇	8	1
7/21/2017	0	1	8	1	29.1	8	2	33.7	8	2	25.8	8	2	11.6	0	8	1	27.79	8	1	4.5	8	1	7.2	8	南南東	8	1	12.3	8	南南東	8	1	南南東	8	1	29.1	8	2	73	8	2	1010.3	8	1	1013	8	1	4.8	8	1	晴	8	1	晴後一時薄曇	8	1
7/22/2017	0	1	8	1	28.7	8	2	32.5	8	2	25.8	8	2	9.7	0	8	1	22.56	8	1	4.1	8	1	7	8	南東	8	1	11.6	8	南南東	8	1	南	8	1	29.5	8	2	75	8	2	1008.7	8	1	1011.5	8	1	6.8	8	1	薄曇時々晴	8	1	薄曇一時晴	8	1
7/23/2017	0	0	8	1	27.3	8	2	28.5	8	2	26.2	8	2	0	0	8	1	7.09	8	1	4.5	8	1	6.9	8	南南西	8	1	11.8	8	南南西	8	1	南	8	1	28.6	8	2	79	8	2	1003.8	8	1	1006.5	8	1	10	8	1	曇時々雨	8	1	曇	8	1
7/24/2017	0	0	8	1	29.1	8	2	32.9	8	2	26.7	8	2	2.3	0	8	1	15.9	8	1	4.7	8	1	7.4	8	南	8	1	13	8	南南西	8	1	南	8	1	29.3	8	2	73	8	2	999.3	8	1	1002	8	1	10	8	1	曇	8	1	曇一時晴	8	1
7/25/2017	0	0	8	1	29.4	8	2	32.7	8	2	27	8	2	1.8	0	8	1	10.96	8	1	3.5	8	1	5.1	8	南南西	8	1	8.9	8	南	8	1	南	8	1	31.1	8	2	76	8	2	999.4	8	1	1002.1	8	1	9	8	1	曇、雷を伴う	8	1	曇後時々雨	8	1
7/26/2017	35	0	8	1	24.6	8	2	28.2	8	2	23.2	8	2	0	0	8	1	3.7	8	1	2.7	8	1	5	8	北東	8	1	9.4	8	北東	8	1	北東	8	1	28.1	8	2	91	8	2	1004.3	8	1	1007.1	8	1	10	8	1	大雨一時曇	8	1	曇	8	1
7/27/2017	0.5	0	8	1	24.2	8	2	26.7	8	2	22.5	8	2	0	0	8	1	8.2	8	1	2.4	8	1	4.3	8	北西	8	1	7.3	8	西北西	8	1	北北西	8	1	24.3	8	2	81	8	2	1008.5	8	1	1011.3	8	1	10	8	1	曇	8	1	曇時々雨	8	1
7/28/2017	0	0	8	1	26.8	8	2	32.3	8	2	22.5	8	2	3.5	0	8	1	16.2	8	1	2.2	8	1	5.4	8	南東	8	1	8.1	8	東南東	8	1	北北東	8	1	29	8	2	83	8	2	1006.6	8	1	1009.3	8	1	9.3	8	1	曇時々晴	8	1	曇	8	1
7/29/2017	16	0	8	1	26.8	8	2	33.5	8	2	23.7	8	2	3.1	0	8	1	16.11	8	1	2.4	8	1	5.3	8	東	8	1	9.5	8	東南東	8	1	東	8	1	29.7	8	2	85	8	2	1005.2	8	1	1007.9	8	1	9.8	8	1	曇後一時雨、雷を伴う	8	1	雨後一時曇、雷を伴う	8	1
7/30/2017	0.5	0	8	1	25.6	8	2	29.2	8	2	23.3	8	2	0.1	0	8	1	6.93	8	1	2.3	8	1	4	8	北北東	8	1	7.7	8	北北東	8	1	東北東	8	1	28	8	2	86	8	2	1006.2	8	1	1009	8	1	10	8	1	曇一時雨	8	1	曇時々晴	8	1
7/31/2017	0	1	8	1	28	8	2	33	8	2	23.2	8	2	8.4	0	8	1	19.94	8	1	2.4	8	1	5.6	8	南南東	8	1	8.9	8	南東	8	1	南	8	1	28.9	8	2	78	8	2	1005.9	8	1	1008.7	8	1	7	8	1	晴時々曇	8	1	晴後曇	8	1
8/1/2017	6.5	0	8	1	26.3	8	2	31	8	2	22.7	8	2	0	0	8	1	6.07	8	1	2.8	8	1	5.6	8	東北東	8	1	10	8	東	8	1	東北東	8	1	29.7	8	2	87	8	2	1005.6	8	1	1008.3	8	1	10	8	1	曇時々雨	8	1	曇時々雨	8	1
8/2/2017	0.5	0	8	1	22.9	8	2	25.4	8	2	20.9	8	2	0.5	0	8	1	7.29	8	1	3	8	1	4.6	8	北東	8	1	9.1	8	東北東	8	1	北東	8	1	22.9	8	2	82	8	2	1007.7	8	1	1010.5	8	1	10	8	1	曇時々雨	8	1	曇時々晴	8	1
8/3/2017	0	0	8	1	24.3	8	2	28.9	8	2	20.2	8	2	0.7	0	8	1	12.08	8	1	2.3	8	1	3.9	8	南東	8	1	6.5	8	南東	8	1	北北東	8	1	23	8	2	76	8	2	1009	8	1	1011.7	8	1	9	8	1	曇	8	1	曇時々雨	8	1
8/4/2017	0	0	8	1	25.6	8	2	29.2	8	2	22	8	2	0.6	0	8	1	11.66	8	1	2.2	8	1	4.7	8	南南東	8	1	7.6	8	南東	8	1	南南東	8	1	28.1	8	2	86	8	2	1008.5	8	1	1011.2	8	1	10	8	1	曇	8	1	曇一時雨	8	1
8/5/2017	0.5	0	8	1	27.8	8	2	31.9	8	2	24.6	8	2	2.9	0	8	1	14.07	8	1	1.8	8	1	3.9	8	南東	8	1	6.3	8	南	8	1	南南東	8	1	31.4	8	2	85	8	2	1005.1	8	1	1007.8	8	1	10	8	1	曇	8	1	曇一時晴	8	1
8/6/2017	0	0	8	1	29	8	2	33.5	8	2	26.3	8	2	6.1	0	8	1	18.59	8	1	2.7	8	1	5.6	8	南南東	8	1	9.5	8	南南東	8	1	南南東	8	1	32.4	8	2	82	8	2	1002.6	8	1	1005.3	8	1	8	8	1	曇後晴	8	1	晴時々薄曇	8	1
8/7/2017	9	0	8	1	28.7	8	2	33.2	8	2	25.9	8	2	5	0	8	1	17.46	8	1	4.3	8	1	8.1	8	南南東	8	1	14.4	8	南	8	1	南東	8	1	32.6	8	2	83	8	2	998.4	8	1	1001.1	8	1	7.5	8	1	曇時々晴	8	1	曇時々雨	8	1
8/8/2017	0	0	8	1	29.3	8	2	33.9	8	2	26.9	8	2	3.3	0	8	1	14.9	8	1	4.2	8	1	8.8	8	南南東	8	1	16.5	8	南南東	8	1	南南東	8	1	32.3	8	2	80	8	2	987.9	8	1	990.6	8	1	9.8	8	1	曇一時雨	8	1	曇一時雨後時々晴	8	1
8/9/2017	0	0	8	1	30	8	2	37.1	8	2	25.9	8	2	8.5	0	8	1	21.73	8	1	2.6	8	1	5.7	8	南東	8	1	8.8	8	北西	8	1	北西	8	1	31.4	8	2	75	8	2	992	8	1	994.7	8	1	7.8	8	1	晴時々曇一時雨	8	1	曇一時雨	8	1
8/10/2017	2.5	0	8	1	25.7	8	2	28.4	8	2	22.4	8	2	0	0	8	1	4	8	1	2.6	8	1	4.9	8	東北東	8	1	8.5	8	東南東	8	1	東北東	8	1	28.2	8	2	85	8	2	997.9	8	1	1000.6	8	1	10	8	1	曇一時雨	8	1	曇後雨	8	1
8/11/2017	10.5	0	8	1	22.9	8	2	24.8	8	2	21.7	8	2	0	0	8	1	4.81	8	1	2.4	8	1	3.8	8	東北東	8	1	6.7	8	東北東	8	1	東北東	8	1	25.9	8	2	93	8	2	1002.5	8	1	1005.3	8	1	10	8	1	曇時々雨	8	1	雨時々曇	8	1
8/12/2017	9.5	0	8	1	24.1	8	2	29.3	8	2	21	8	2	1.5	0	8	1	11.45	8	1	1.8	8	1	3.6	8	東北東	8	1	6.1	8	東北東	8	1	東北東	8	1	26.7	8	2	89	8	2	1003.9	8	1	1006.7	8	1	8	8	1	曇時々雨後一時晴	8	1	晴後曇	8	1
